ticker,industryEn,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA
QHD,,,,,,3.5,4,4,4,3,3
QHW,,,,,,3.4,4,3,3,3,3
QLT,,,,,,3.5,4,4,4,3,3
QNC,,,,,,3.0,4,3,3,2,3
QNS,,,,,,3.4,4,3,3,3,3
QNT,,,,,,3.0,4,3,3,2,3
QNU,,,,,,3.5,4,4,4,3,3
QNW,,,,,,3.8,4,4,4,4,4
QPH,,,,,,3.8,4,4,4,4,4
QSP,,,,,,3.5,4,4,4,3,3
QST,,,,,,3.7,5,4,4,3,3
QTC,,,,,,3.0,4,3,3,2,3
QTP,,,,,,3.8,4,4,4,4,4
RAL,,,,,,3.4,4,4,4,3,3
RAT,,,,,,3.5,4,4,4,3,3
RBC,,,,,,3.7,4,4,4,3,4
RCC,,,,,,3.0,4,3,3,2,3
RCD,,,,,,3.0,4,3,3,2,3
RCL,,,,,,3.6,4,4,4,3,4
RDP,,,,,,3.7,4,4,4,3,4
REE,,,,,,3.5,4,4,4,3,3
RGC,,,,,,3.7,5,4,4,3,3
RIC,,,,,,3.2,4,3,4,2,3
ROS,,,,,,3.0,4,3,3,2,3
RTB,,,,,,3.7,4,4,4,3,4
S12,,,,,,3.0,4,3,3,2,3
S27,,,,,,3.0,4,3,3,2,3
S4A,,,,,,3.8,4,4,4,4,4
S55,,,,,,3.0,4,3,3,2,3
S72,,,,,,3.0,4,3,3,2,3
S74,,,,,,3.0,4,3,3,2,3
S96,,,,,,3.0,4,3,3,2,3
S99,,,,,,3.0,4,3,3,2,3
SAB,,,,,,3.4,4,3,3,3,3
SAC,,,,,,3.5,4,4,4,3,3
SAF,,,,,,3.4,4,3,3,3,3
SAL,,,,,,3.5,4,4,4,3,3
SAM,,,,,,3.5,4,4,4,3,3
SAP,,,,,,3.7,5,4,4,3,3
SAS,,,,,,3.4,4,4,4,3,3
SAV,,,,,,3.2,3,3,3,3,3
SB1,,,,,,3.4,4,3,3,3,3
SBA,,,,,,3.8,4,4,4,4,4
SBD,,,,,,3.5,4,4,4,3,3
SBH,,,,,,3.8,4,4,4,4,4
SBL,,,,,,3.4,4,3,3,3,3
SBM,,,,,,3.0,4,3,3,2,3
SBR,,,,,,3.7,4,4,4,3,4
SBS,,1,2,3,2,4.1,4,5,5,4,4
SBT,,,,,,3.4,4,3,3,3,3
SBV,,,,,,3.4,4,4,4,3,3
SC5,,,,,,3.0,4,3,3,2,3
SCC,,,,,,3.0,4,3,3,2,3
SCD,,,,,,3.4,4,3,3,3,3
SCG,,,,,,3.0,4,3,3,2,3
SCI,,,,,,3.0,4,3,3,2,3
SCJ,,,,,,3.0,4,3,3,2,3
SCL,,,,,,3.0,4,3,3,2,3
SCO,,,,,,3.5,4,4,4,3,3
SCR,,,,,,3.6,4,4,4,3,4
SCS,,,,,,3.2,4,3,4,2,3
SCY,,,,,,3.5,4,4,4,3,3
SD1,,,,,,3.0,4,3,3,2,3
SD2,,,,,,3.0,4,3,3,2,3
SD3,,,,,,3.0,4,3,3,2,3
SD4,,,,,,3.0,4,3,3,2,3
SD5,,,,,,3.0,4,3,3,2,3
SD6,,,,,,3.0,4,3,3,2,3
SD7,,,,,,3.0,4,3,3,2,3
SD8,,,,,,3.0,4,3,3,2,3
SD9,,,,,,3.0,4,3,3,2,3
SDA,,,,,,3.5,4,4,4,3,3
SDB,,,,,,3.0,4,3,3,2,3
SDC,,,,,,3.5,4,4,4,3,3
SDD,,,,,,3.0,4,3,3,2,3
SDG,,,,,,3.5,4,4,4,3,3
SDJ,,,,,,3.0,4,3,3,2,3
SDK,,,,,,3.5,4,4,4,3,3
SDN,,,,,,3.0,4,3,3,2,3
SDP,,,,,,3.0,4,3,3,2,3
SDT,,,,,,3.0,4,3,3,2,3
SDU,,,,,,3.0,4,3,3,2,3
SDV,,,,,,3.5,4,4,4,3,3
SDX,,,,,,3.0,4,3,3,2,3
SDY,,,,,,3.0,4,3,3,2,3
SEA,,,,,,3.4,4,3,3,3,3
SEB,,,,,,3.8,4,4,4,4,4
SED,,,,,,3.7,5,4,4,3,3
SEP,,,,,,3.7,4,4,4,3,4
SFC,,,,,,3.8,4,4,4,4,4
SFG,,,,,,3.7,4,4,4,3,4
SFI,,,,,,3.5,4,4,4,3,3
SFN,,,,,,3.5,4,4,4,3,3
SGB,,2,3,4,3,3.0,,,,,
SGC,,,,,,3.4,4,3,3,3,3
SGD,,,,,,3.7,5,4,4,3,3
SGH,,,,,,3.2,4,3,4,2,3
SGI,,,,,,3.4,4,4,4,3,3
SGN,,,,,,3.5,4,4,4,3,3
SGO,,,,,,3.4,4,3,3,3,3
SGP,,,,,,3.5,4,4,4,3,3
SGR,,,,,,3.6,4,4,4,3,4
SGS,,,,,,3.5,4,4,4,3,3
SGT,,,,,,3.5,4,4,4,3,3
SHA,,,,,,3.2,3,3,3,3,3
SHB,,2,3,4,3,3.0,,,,,
SHC,,,,,,3.5,4,4,4,3,3
SHE,,,,,,3.4,4,4,4,3,3
SHG,,,,,,3.0,4,3,3,2,3
SHI,,,,,,3.2,3,3,3,3,3
SHN,,,,,,3.2,3,3,3,3,3
SHP,,,,,,3.8,4,4,4,4,4
SHS,,1,2,3,2,4.1,4,5,5,4,4
SHX,,,,,,3.2,4,3,4,2,3
SIC,,,,,,3.0,4,3,3,2,3
SID,,,,,,3.6,4,4,4,3,4
SIG,,,,,,3.0,4,3,3,2,3
SII,,,,,,3.8,4,4,4,4,4
SIP,,,,,,3.6,4,4,4,3,4
SIV,,,,,,3.7,4,4,4,3,4
SJ1,,,,,,3.4,4,3,3,3,3
SJC,,,,,,3.0,4,3,3,2,3
SJD,,,,,,3.8,4,4,4,4,4
SJE,,,,,,3.0,4,3,3,2,3
SJF,,,,,,3.7,4,4,4,3,4
SJG,,,,,,3.0,4,3,3,2,3
SJM,,,,,,3.0,4,3,3,2,3
SJS,,,,,,3.6,4,4,4,3,4
SKG,,,,,,3.2,4,3,4,2,3
SKH,,,,,,3.4,4,3,3,3,3
SKN,,,,,,3.4,4,3,3,3,3
SKV,,,,,,3.4,4,3,3,3,3
SLS,,,,,,3.4,4,3,3,3,3
SMA,,,,,,3.8,4,4,4,4,4
SMB,,,,,,3.4,4,3,3,3,3
SMC,,,,,,3.2,3,3,3,3,3
SMN,,,,,,3.7,5,4,4,3,3
SMT,,,,,,3.5,4,4,4,3,3
SNC,,,,,,3.4,4,3,3,3,3
SNZ,,,,,,3.0,4,3,3,2,3
SP2,,,,,,3.8,4,4,4,4,4
SPB,,,,,,3.4,4,4,4,3,3
SPC,,,,,,3.7,4,4,4,3,4
SPD,,,,,,3.4,4,3,3,3,3
SPH,,,,,,3.4,4,3,3,3,3
SPI,,,,,,3.2,3,3,3,3,3
SPM,,,,,,3.6,4,4,4,3,3
SPP,,,,,,3.5,4,4,4,3,3
SPV,,,,,,3.4,4,3,3,3,3
SQC,,,,,,3.2,3,3,3,3,3
SRA,,,,,,3.5,4,4,4,3,3
SRB,,,,,,3.5,4,4,4,3,3
SRC,,,,,,3.1,3,3,3,3,3
SRF,,,,,,3.5,4,4,4,3,3
SRT,,,,,,3.2,4,3,4,2,3
SSB,,2,3,4,3,3.0,,,,,
SSC,,,,,,3.4,4,3,3,3,3
SSF,,,,,,3.4,4,4,4,3,3
SSG,,,,,,3.5,4,4,4,3,3
SSH,,,,,,3.6,4,4,4,3,4
SSI,,1,2,3,2,4.1,4,5,5,4,4
SSM,,,,,,3.2,3,3,3,3,3
SSN,,,,,,3.4,4,3,3,3,3
ST8,,,,,,3.5,4,4,4,3,3
STB,,2,3,4,3,3.0,,,,,
STC,,,,,,3.7,5,4,4,3,3
STG,,,,,,3.5,4,4,4,3,3
STH,,,,,,3.7,5,4,4,3,3
STK,,,,,,3.4,4,4,4,3,3
STL,,,,,,3.6,4,4,4,3,4
STP,,,,,,3.5,4,4,4,3,3
STS,,,,,,3.5,4,4,4,3,3
STT,,,,,,3.2,4,3,4,2,3
STW,,,,,,3.8,4,4,4,4,4
SUM,,,,,,3.7,5,4,4,3,3
SVC,,,,,,3.1,3,3,3,3,3
SVD,,,,,,3.4,4,4,4,3,3
SVG,,,,,,3.5,4,4,4,3,3
SVH,,,,,,3.8,4,4,4,4,4
SVI,,,,,,3.5,4,4,4,3,3
SVN,,,,,,3.0,4,3,3,2,3
SVT,,,,,,3.2,3,3,3,3,3
SWC,,,,,,3.5,4,4,4,3,3
SZB,,,,,,3.6,4,4,4,3,4
SZC,,,,,,3.6,4,4,4,3,4
SZE,,,,,,3.5,4,4,4,3,3
SZG,,,,,,3.6,4,4,4,3,4
SZL,,,,,,3.6,4,4,4,3,4
TA3,,,,,,3.0,4,3,3,2,3
TA6,,,,,,3.0,4,3,3,2,3
TA9,,,,,,3.0,4,3,3,2,3
TAG,,,,,,3.6,4,4,4,3,4
TAN,,,,,,3.4,4,3,3,3,3
TAR,,,,,,3.4,4,3,3,3,3
TAW,,,,,,3.8,4,4,4,4,4
TB8,,,,,,3.5,4,4,4,3,3
TBC,,,,,,3.8,4,4,4,4,4
TBD,,,,,,3.5,4,4,4,3,3
TBH,,,,,,3.5,4,4,4,3,3
TBR,,,,,,3.6,4,4,4,3,4
TBT,,,,,,3.0,4,3,3,2,3
TBX,,,,,,3.0,4,3,3,2,3
TC6,,,,,,3.2,3,3,3,3,3
TCB,,2,3,4,3,3.0,,,,,
TCD,,,,,,3.0,4,3,3,2,3
TCH,,,,,,3.6,4,4,4,3,4
TCI,,1,2,3,2,4.1,4,5,5,4,4
TCJ,,,,,,3.4,4,3,3,3,3
TCK,,,,,,3.0,4,3,3,2,3
TCL,,,,,,3.5,4,4,4,3,3
TCM,,,,,,3.4,4,4,4,3,3
TCO,,,,,,3.5,4,4,4,3,3
TCR,,,,,,3.0,4,3,3,2,3
TCT,,,,,,3.2,4,3,4,2,3
TCW,,,,,,3.5,4,4,4,3,3
TDB,,,,,,3.8,4,4,4,4,4
TDC,,,,,,3.6,4,4,4,3,4
TDF,,,,,,3.0,4,3,3,2,3
TDG,,,,,,3.8,4,4,4,4,4
TDH,,,,,,3.6,4,4,4,3,4
TDM,,,,,,3.8,4,4,4,4,4
TDN,,,,,,3.2,3,3,3,3,3
TDP,,,,,,3.5,4,4,4,3,3
TDS,,,,,,3.2,3,3,3,3,3
TDT,,,,,,3.4,4,4,4,3,3
TDW,,,,,,3.8,4,4,4,4,4
TED,,,,,,3.0,4,3,3,2,3
TEG,,,,,,3.6,4,4,4,3,4
TEL,,,,,,3.0,4,3,3,2,3
TET,,,,,,3.4,4,4,4,3,3
TFC,,,,,,3.4,4,3,3,3,3
TGG,,,,,,3.0,4,3,3,2,3
TGP,,,,,,3.5,4,4,4,3,3
TH1,,,,,,3.4,4,4,4,3,3
THB,,,,,,3.4,4,3,3,3,3
THD,,,,,,3.6,4,4,4,3,4
THG,,,,,,3.0,4,3,3,2,3
THI,,,,,,3.5,4,4,4,3,3
THN,,,,,,3.8,4,4,4,4,4
THP,,,,,,3.4,4,3,3,3,3
THS,,,,,,3.4,4,4,4,3,3
THT,,,,,,3.2,3,3,3,3,3
THU,,,,,,3.5,4,4,4,3,3
THW,,,,,,3.8,4,4,4,4,4
TID,,,,,,3.6,4,4,4,3,4
TIE,,,,,,3.5,4,4,4,3,3
TIG,,,,,,3.6,4,4,4,3,4
TIN,,1,2,3,2,4.1,4,5,5,4,4
TIP,,,,,,3.6,4,4,4,3,4
TIS,,,,,,3.2,3,3,3,3,3
TIX,,,,,,3.6,4,4,4,3,4
TJC,,,,,,3.5,4,4,4,3,3
TKA,,,,,,3.5,4,4,4,3,3
TKC,,,,,,3.0,4,3,3,2,3
TKG,,,,,,3.2,3,3,3,3,3
TKU,,,,,,3.2,3,3,3,3,3
TL4,,,,,,3.0,4,3,3,2,3
TLD,,,,,,3.6,4,4,4,3,4
TLG,,,,,,3.4,4,4,4,3,3
TLH,,,,,,3.2,3,3,3,3,3
TLI,,,,,,3.4,4,4,4,3,3
TLP,,,,,,3.8,4,4,4,4,4
TLT,,,,,,3.0,4,3,3,2,3
TMB,,,,,,3.2,3,3,3,3,3
TMC,,,,,,3.8,4,4,4,4,4
TMG,,,,,,3.2,3,3,3,3,3
TMP,,,,,,3.8,4,4,4,4,4
TMS,,,,,,3.5,4,4,4,3,3
TMT,,,,,,3.1,3,3,3,3,3
TMW,,,,,,3.2,3,3,3,3,3
TMX,,,,,,3.0,4,3,3,2,3
TN1,,,,,,3.6,4,4,4,3,4
TNA,,,,,,3.2,3,3,3,3,3
TNB,,,,,,3.2,3,3,3,3,3
TNC,,,,,,3.7,4,4,4,3,4
TNG,,,,,,3.4,4,4,4,3,3
TNH,,,,,,3.6,4,4,4,3,3
TNI,,,,,,3.2,3,3,3,3,3
TNM,,,,,,3.0,4,3,3,2,3
TNP,,,,,,3.5,4,4,4,3,3
TNS,,,,,,3.2,3,3,3,3,3
TNT,,,,,,3.2,3,3,3,3,3
TNW,,,,,,3.8,4,4,4,4,4
TOP,,,,,,3.4,4,4,4,3,3
TOS,,,,,,3.8,4,4,4,3,3
TOT,,,,,,3.5,4,4,4,3,3
TOW,,,,,,3.8,4,4,4,4,4
TPB,,2,3,4,3,3.0,,,,,
TPC,,,,,,3.7,4,4,4,3,4
TPH,,,,,,3.7,5,4,4,3,3
TPP,,,,,,3.5,4,4,4,3,3
TPS,,,,,,3.2,4,3,4,2,3
TQN,,,,,,3.2,3,3,3,3,3
TQW,,,,,,3.8,4,4,4,4,4
TR1,,,,,,3.2,4,3,4,2,3
TRA,,,,,,3.6,4,4,4,3,3
TRC,,,,,,3.7,4,4,4,3,4
TRS,,,,,,3.5,4,4,4,3,3
TRT,,,,,,3.0,4,3,3,2,3
TS3,,,,,,3.0,4,3,3,2,3
TS4,,,,,,3.4,4,3,3,3,3
TSB,,,,,,3.5,4,4,4,3,3
TSC,,,,,,3.7,4,4,4,3,4
TSD,,,,,,3.2,4,3,4,2,3
TSG,,,,,,3.5,4,4,4,3,3
TSJ,,,,,,3.2,4,3,4,2,3
TST,,,,,,3.5,4,4,4,3,3
TTA,,,,,,3.0,4,3,3,2,3
TTB,,,,,,3.0,4,3,3,2,3
TTC,,,,,,3.0,4,3,3,2,3
TTD,,,,,,3.6,4,4,4,3,3
TTE,,,,,,3.8,4,4,4,4,4
TTF,,,,,,3.2,3,3,3,3,3
TTG,,,,,,3.4,4,4,4,3,3
TTH,,,,,,3.4,4,4,4,3,3
TTL,,,,,,3.0,4,3,3,2,3
TTN,,,,,,4.3,4,4,5,4,4
TTP,,,,,,3.5,4,4,4,3,3
TTS,,,,,,3.2,3,3,3,3,3
TTT,,,,,,3.2,4,3,4,2,3
TTZ,,,,,,3.0,4,3,3,2,3
TUG,,,,,,3.5,4,4,4,3,3
TV1,,,,,,3.5,4,4,4,3,3
TV2,,,,,,3.5,4,4,4,3,3
TV3,,,,,,3.0,4,3,3,2,3
TV4,,,,,,3.5,4,4,4,3,3
TV6,,,,,,3.4,4,4,4,3,3
TVA,,,,,,3.0,4,3,3,2,3
TVB,,1,2,3,2,4.1,4,5,5,4,4
TVC,,1,2,3,2,4.1,4,5,5,4,4
TVD,,,,,,3.2,3,3,3,3,3
TVG,,,,,,3.0,4,3,3,2,3
TVH,,,,,,3.0,4,3,3,2,3
TVM,,,,,,3.5,4,4,4,3,3
TVN,,,,,,3.2,3,3,3,3,3
TVP,,,,,,3.6,4,4,4,3,3
TVS,,1,2,3,2,4.1,4,5,5,4,4
TVT,,,,,,3.4,4,4,4,3,3
TVW,,,,,,3.8,4,4,4,4,4
TW3,,,,,,3.6,4,4,4,3,3
TXM,,,,,,3.0,4,3,3,2,3
TYA,,,,,,3.5,4,4,4,3,3
UCT,,,,,,3.5,4,4,4,3,3
UDC,,,,,,3.0,4,3,3,2,3
UDJ,,,,,,3.0,4,3,3,2,3
UDL,,,,,,3.5,4,4,4,3,3
UEM,,,,,,3.5,4,4,4,3,3
UIC,,,,,,3.0,4,3,3,2,3
UMC,,,,,,3.0,4,3,3,2,3
UNI,,,,,,3.5,4,4,4,3,3
UPC,,,,,,3.8,4,4,4,4,4
UPH,,,,,,3.6,4,4,4,3,3
USC,,,,,,3.0,4,3,3,2,3
USD,,,,,,3.5,4,4,4,3,3
V11,,,,,,3.6,4,4,4,3,4
V12,,,,,,3.0,4,3,3,2,3
V15,,,,,,3.0,4,3,3,2,3
V21,,,,,,3.6,4,4,4,3,4
VAB,,2,3,4,3,3.0,,,,,
VAF,,,,,,3.7,4,4,4,3,4
VAT,,,,,,3.5,4,4,4,3,3
VAV,,,,,,3.8,4,4,4,4,4
VBB,,2,3,4,3,3.0,,,,,
VBC,,,,,,3.5,4,4,4,3,3
VBG,,,,,,3.2,3,3,3,3,3
VBH,,,,,,3.5,4,4,4,3,3
VC1,,,,,,3.0,4,3,3,2,3
VC2,,,,,,3.0,4,3,3,2,3
VC3,,,,,,3.6,4,4,4,3,4
VC5,,,,,,3.0,4,3,3,2,3
VC6,,,,,,3.0,4,3,3,2,3
VC7,,,,,,3.0,4,3,3,2,3
VC9,,,,,,3.0,4,3,3,2,3
VCA,,,,,,3.2,3,3,3,3,3
VCB,,2,3,4,3,3.0,,,,,
VCC,,,,,,3.0,4,3,3,2,3
VCE,,,,,,3.0,4,3,3,2,3
VCF,,,,,,3.4,4,3,3,3,3
VCG,,,,,,3.0,4,3,3,2,3
VCI,,1,2,3,2,4.1,4,5,5,4,4
VCM,,,,,,3.5,4,4,4,3,3
VCP,,,,,,3.0,4,3,3,2,3
VCR,,,,,,3.6,4,4,4,3,4
VCS,,,,,,3.0,4,3,3,2,3
VCT,,,,,,3.5,4,4,4,3,3
VCW,,,,,,3.8,4,4,4,4,4
VCX,,,,,,3.0,4,3,3,2,3
VDB,,,,,,3.2,3,3,3,3,3
VDL,,,,,,3.4,4,3,3,3,3
VDN,,,,,,3.4,4,4,4,3,3
VDP,,,,,,3.6,4,4,4,3,3
VDS,,1,2,3,2,4.1,4,5,5,4,4
VDT,,,,,,3.2,3,3,3,3,3
VE1,,,,,,3.0,4,3,3,2,3
VE2,,,,,,3.0,4,3,3,2,3
VE3,,,,,,3.0,4,3,3,2,3
VE4,,,,,,3.0,4,3,3,2,3
VE8,,,,,,3.0,4,3,3,2,3
VE9,,,,,,3.0,4,3,3,2,3
VEA,,,,,,3.5,4,4,4,3,3
VEC,,,,,,3.5,4,4,4,3,3
VEF,,,,,,3.7,5,4,4,3,3
VES,,,,,,3.5,4,4,4,3,3
VET,,,,,,3.7,4,4,4,3,4
VFC,,,,,,3.5,4,4,4,3,3
VFG,,,,,,3.7,4,4,4,3,4
VFR,,,,,,3.5,4,4,4,3,3
VFS,,1,2,3,2,4.1,4,5,5,4,4
VGC,,,,,,3.0,4,3,3,2,3
VGG,,,,,,3.4,4,4,4,3,3
VGI,,,,,,4.3,4,4,5,4,4
VGL,,,,,,3.2,3,3,3,3,3
VGP,,,,,,3.5,4,4,4,3,3
VGR,,,,,,3.5,4,4,4,3,3
VGS,,,,,,3.2,3,3,3,3,3
VGT,,,,,,3.4,4,4,4,3,3
VGV,,,,,,3.6,4,4,4,3,4
VHC,,,,,,3.4,4,3,3,3,3
VHD,,,,,,3.6,4,4,4,3,4
VHE,,,,,,3.6,4,4,4,3,3
VHF,,,,,,3.4,4,3,3,3,3
VHG,,,,,,3.5,4,4,4,3,3
VHH,,,,,,3.0,4,3,3,2,3
VHL,,,,,,3.0,4,3,3,2,3
VHM,,,,,,3.6,4,4,4,3,4
VIB,,2,3,4,3,3.0,,,,,
VIC,,,,,,3.6,4,4,4,3,4
VID,,,,,,3.2,3,3,3,3,3
VIE,,,,,,3.5,4,4,4,3,3
VIF,,,,,,3.2,3,3,3,3,3
VIG,,1,2,3,2,4.1,4,5,5,4,4
VIH,,,,,,3.0,4,3,3,2,3
VIM,,,,,,3.2,3,3,3,3,3
VIN,,,,,,3.5,4,4,4,3,3
VIP,,,,,,3.5,4,4,4,3,3
VIR,,,,,,3.2,4,3,4,2,3
VIT,,,,,,3.0,4,3,3,2,3
VIW,,,,,,3.0,4,3,3,2,3
VIX,,1,2,3,2,4.1,4,5,5,4,4
VJC,,,,,,3.2,4,3,4,2,3
VKC,,,,,,3.1,3,3,3,3,3
VKP,,,,,,3.7,4,4,4,3,4
VLA,,,,,,3.5,4,4,4,3,3
VLB,,,,,,3.0,4,3,3,2,3
VLC,,,,,,3.4,4,3,3,3,3
VLF,,,,,,3.4,4,3,3,3,3
VLG,,,,,,3.5,4,4,4,3,3
VLP,,,,,,3.5,4,4,4,3,3
VLW,,,,,,3.8,4,4,4,4,4
VMA,,,,,,3.1,3,3,3,3,3
VMC,,,,,,3.0,4,3,3,2,3
VMD,,,,,,3.6,4,4,4,3,3
VMG,,,,,,3.8,4,4,4,4,4
VMS,,,,,,3.5,4,4,4,3,3
VNA,,,,,,3.5,4,4,4,3,3
VNB,,,,,,3.7,5,4,4,3,3
VNC,,,,,,3.5,4,4,4,3,3
VND,,1,2,3,2,4.1,4,5,5,4,4
VNE,,,,,,3.0,4,3,3,2,3
VNF,,,,,,3.5,4,4,4,3,3
VNG,,,,,,3.2,4,3,4,2,3
VNH,,,,,,3.4,4,3,3,3,3
VNI,,,,,,3.6,4,4,4,3,4
VNL,,,,,,3.5,4,4,4,3,3
VNM,,,,,,3.4,4,3,3,3,3
VNP,,,,,,3.7,4,4,4,3,4
VNR,,,,,,3.6,5,3,4,1,5
VNS,,,,,,3.2,4,3,4,2,3
VNT,,,,,,3.5,4,4,4,3,3
VNX,,,,,,3.7,5,4,4,3,3
VNY,,,,,,3.7,4,4,4,3,4
VOC,,,,,,3.4,4,3,3,3,3
VOS,,,,,,3.5,4,4,4,3,3
VPA,,,,,,3.5,4,4,4,3,3
VPB,,2,3,4,3,3.0,,,,,
VPC,,,,,,3.0,4,3,3,2,3
VPD,,,,,,3.8,4,4,4,4,4
VPG,,,,,,3.2,3,3,3,3,3
VPH,,,,,,3.6,4,4,4,3,4
VPI,,,,,,3.6,4,4,4,3,4
VPR,,,,,,3.7,5,4,4,3,3
VPS,,,,,,3.7,4,4,4,3,4
VPW,,,,,,3.8,4,4,4,4,4
VQC,,,,,,3.5,4,4,4,3,3
VRC,,,,,,3.6,4,4,4,3,4
VRE,,,,,,3.6,4,4,4,3,4
VRG,,,,,,3.6,4,4,4,3,4
VSA,,,,,,3.5,4,4,4,3,3
VSC,,,,,,3.5,4,4,4,3,3
VSE,,,,,,3.5,4,4,4,3,3
VSF,,,,,,3.4,4,3,3,3,3
VSG,,,,,,3.5,4,4,4,3,3
VSH,,,,,,3.8,4,4,4,4,4
VSI,,,,,,3.0,4,3,3,2,3
VSM,,,,,,3.5,4,4,4,3,3
VSN,,,,,,3.4,4,3,3,3,3
VST,,,,,,3.5,4,4,4,3,3
VTA,,,,,,3.0,4,3,3,2,3
VTB,,,,,,3.5,4,4,4,3,3
VTC,,,,,,3.5,4,4,4,3,3
VTD,,,,,,3.2,4,3,4,2,3
VTE,,,,,,3.5,4,4,4,3,3
VTG,,,,,,3.2,4,3,4,2,3
VTH,,,,,,3.5,4,4,4,3,3
VTI,,,,,,3.4,4,4,4,3,3
VTJ,,,,,,3.4,4,4,4,3,3
VTK,,,,,,3.5,4,4,4,3,3
VTL,,,,,,3.4,4,3,3,3,3
VTM,,,,,,3.2,4,3,4,2,3
VTO,,,,,,3.5,4,4,4,3,3
VTP,,,,,,3.5,4,4,4,3,3
VTQ,,,,,,3.7,4,4,4,3,4
VTR,,,,,,3.2,4,3,4,2,3
VTS,,,,,,3.0,4,3,3,2,3
VTV,,,,,,3.0,4,3,3,2,3
VTX,,,,,,3.5,4,4,4,3,3
VTZ,,,,,,3.7,4,4,4,3,4
VUA,,1,2,3,2,4.1,4,5,5,4,4
VVN,,,,,,3.0,4,3,3,2,3
VVS,,,,,,3.1,3,3,3,3,3
VW3,,,,,,3.0,4,3,3,2,3
VWS,,,,,,3.8,4,4,4,4,4
VXB,,,,,,3.0,4,3,3,2,3
VXP,,,,,,3.7,4,4,4,3,4
VXT,,,,,,3.5,4,4,4,3,3
WCS,,,,,,3.5,4,4,4,3,3
WSB,,,,,,3.4,4,3,3,3,3
WSS,,1,2,3,2,4.1,4,5,5,4,4
WTC,,,,,,3.5,4,4,4,3,3
X20,,,,,,3.4,4,4,4,3,3
X26,,,,,,3.4,4,4,4,3,3
X77,,,,,,3.0,4,3,3,2,3
XDH,,,,,,3.6,4,4,4,3,4
XHC,,,,,,3.4,4,4,4,3,3
XLV,,,,,,3.0,4,3,3,2,3
XMC,,,,,,3.0,4,3,3,2,3
XMD,,,,,,3.0,4,3,3,2,3
XMP,,,,,,3.8,4,4,4,4,4
XPH,,,,,,3.4,4,4,4,3,3
YBC,,,,,,3.0,4,3,3,2,3
YBM,,,,,,3.2,3,3,3,3,3
YEG,,,,,,3.7,5,4,4,3,3
YTC,,,,,,3.6,4,4,4,3,3
